Shimmer_CB1A_Timestamp_Unix_CAL;Shimmer_CB1A_EMG_CH1_24BIT_CAL;Shimmer_CB1A_EMG_CH2_24BIT_CAL;
ms;mV;mV;
1574178711995.64;-4.64371935252977;13.9887832389812;
1574178712012.27;-4.76966775691522;13.9714980886179;
1574178712028.9;-4.62390994515935;13.8719462003644;
1574178712045.53;-4.64982565043278;13.9801046029851;
1574178712062.16;-4.65081131269272;13.9679881693508;
1574178712078.8;-4.74798318719664;13.9345718146847;
1574178712095.43;-4.74396841652812;13.8068203695798;
1574178712112.06;-4.62213094498288;13.9980388480074;
1574178712128.69;-4.51438123159185;13.7984302200989;
1574178712145.32;-4.47497878173734;14.0229929315638;
1574178712161.96;-4.25633004383207;13.6563025303248;
1574178712178.59;-4.22986140607135;14.2170481940565;
1574178712195.22;-4.19731051095055;14.0241949587101;
1574178712211.85;-4.08874341910006;14.2524118326996;
1574178712228.49;-4.4030013962191;13.9257489354311;
1574178712245.12;-4.45300572550365;14.0684535982355;
1574178712261.75;-4.2587340981246;14.2249815732219;
1574178712278.38;-4.1749047249442;13.896203108176;
1574178712295.01;-4.02765639952696;14.0568179754597;
1574178712311.65;-3.71640349027357;14.0429225416489;
1574178712328.28;-4.25327689488056;14.0321764189613;
1574178712344.91;-5.01129925385705;14.1440370651925;
1574178712361.54;-5.41602179400386;14.2739040780748;
1574178712378.17;-5.68219868527238;14.286068592795;
1574178712394.81;-5.66195654812931;14.5122660611788;
1574178712411.44;-5.61582274625573;15.0889986859558;
1574178712428.07;-5.57353543125019;14.913646965859;
1574178712444.7;-5.58709429746004;14.7804383175101;
1574178712461.33;-5.54009503604115;14.8040701712056;
1574178712477.97;-5.54752356380505;14.807483928301;
1574178712494.6;-5.46578571785916;14.4383173511407;
1574178712511.23;-5.45953517669859;14.4218736197798;
1574178712527.86;-5.38806264258178;14.3423955848689;
1574178712544.49;-5.32255216311043;14.2428436966153;
1574178712561.13;-5.33334636688388;14.1331707397903;
1574178712577.76;-5.30048294470504;14.2010371924683;
1574178712594.39;-5.25579157540698;14.2654898880509;
1574178712611.02;-5.2599025082472;14.3076570003419;
1574178712627.66;-5.27329309065657;14.3560265727075;
1574178712644.29;-5.26045544073448;14.4309849855485;
1574178712660.92;-5.26449425194592;14.3682872495994;
1574178712677.55;-5.25646471060889;14.3844665349881;
1574178712694.18;-5.23042880262083;14.4123776053243;
1574178712710.82;-5.21239839542688;14.4732482600111;
1574178712727.45;-5.21970672047616;14.3222496098975;
1574178712744.08;-5.22105299087997;14.3943471981304;
1574178712760.71;-5.1780685001296;14.3575892079976;
1574178712777.34;-5.16746662069956;14.4218976603227;
1574178712793.98;-5.14592629423852;14.4339179317853;
1574178712810.61;-5.14075757750959;14.4319225667225;
1574178712827.24;-5.14825822690227;14.4146133758164;
1574178712843.87;-5.15330674091658;14.4326197424674;
1574178712860.5;-5.15710514669877;14.4400963513171;
1574178712877.14;-5.1508546055382;14.4709884489761;
1574178712893.77;-5.1550376600072;14.4532705688402;
1574178712910.4;-5.15465301132039;14.5121698990071;
1574178712927.03;-5.14522911849369;14.4564920015922;
1574178712943.66;-5.16400478251832;14.4821673014363;
1574178712960.3;-5.17143331028223;14.5393837935985;
1574178712976.93;-5.18342954120193;14.4614203128918;
1574178712993.56;-5.17633758103898;14.5368114555055;
1574178713010.19;-5.1623700255994;14.5404415774872;
1574178713026.83;-5.18412671694677;14.5673429450206;
1574178713043.46;-5.17770789198572;14.5668380936191;
1574178713060.09;-5.18369398717411;14.5501299162861;
1574178713076.72;-5.19838275890145;14.5781611893369;
1574178713093.35;-5.19513728560654;14.603884570267;
1574178713109.99;-5.18936755530447;14.6330217082924;
1574178713126.62;-5.18371802771704;14.6229968018925;
1574178713143.25;-5.19429586660415;14.6676641306477;
1574178713159.88;-5.20403228648889;14.6074906517057;
1574178713176.51;-5.20648442186726;14.6378057763345;
1574178713193.15;-5.20343127291575;14.6963925794434;
1574178713209.78;-5.20480158386249;14.6287424916517;
1574178713226.41;-5.21602851740859;14.6571824539323;
1574178713243.04;-5.21766327432751;14.6809104697995;
1574178713259.67;-5.22946718090381;14.6881226326771;
1574178713276.31;-5.22756797801272;14.6931230656055;
1574178713292.94;-5.23511670849125;14.6961521740141;
1574178713309.57;-5.24305008765659;14.6924739709465;
1574178713326.2;-5.24057391173529;14.7067300129012;
1574178713342.83;-5.24502141217646;14.7304099476826;
1574178713359.47;-5.25230569668281;14.6999024987105;
1574178713376.1;-5.25583965649283;14.7613501264274;
1574178713392.73;-5.26040735964863;14.7419974893726;
1574178713409.36;-5.26269121122653;14.7520945174012;
1574178713425.99;-5.2692302389022;14.73605947527;
1574178713442.63;-5.28300546999838;14.7569507070721;
1574178713459.26;-5.29053015993398;14.7738512087486;
1574178713475.89;-5.28509699723287;14.7990937788201;
1574178713492.52;-5.28432769985927;14.794285670235;
1574178713509.16;-5.29584311992047;14.7814720608559;
1574178713525.79;-5.28601053786403;14.8046231036929;
1574178713542.42;-5.29870394452857;14.838039458359;
1574178713559.05;-5.30000213384654;14.8278943492446;
1574178713575.68;-5.29365543051427;14.8257547409242;
1574178713592.32;-5.30036274199042;14.7889486697056;
1574178713608.95;-5.32098952782029;14.83484206615;
1574178713625.58;-5.33613506986321;14.8228458352303;
1574178713642.21;-5.33721689429485;14.8261874706969;
1574178713658.84;-5.33673608343634;14.8739560294894;
1574178713675.48;-5.35512709877417;14.8169799427565;
1574178713692.11;-5.3583004504403;14.8558775412096;
1574178713708.74;-5.35793984229642;14.8468142565267;
1574178713725.37;-5.35861297749833;14.8880197471006;
1574178713742.0;-5.36330088336876;14.9064107624385;
1574178713758.64;-5.3627719914244;14.8897747067342;
1574178713775.27;-5.36471927540135;14.9138873712882;
1574178713791.9;-5.35796388283935;14.9258836022079;
1574178713808.53;-5.37238820859451;14.9079493571857;
1574178713825.16;-5.36947930290055;14.9270375482683;
1574178713841.8;-5.37068133004681;14.9292973593033;
1574178713858.43;-5.36731565403728;14.9320379811968;
1574178713875.06;-5.37688379012153;14.9246815750617;
1574178713891.69;-5.38349493942598;14.941942684882;
1574178713908.33;-5.37940804712868;14.9637955384011;
1574178713924.96;-5.37813389835364;14.9853118243192;
1574178713941.59;-5.40092433304679;14.9768014721236;
1574178713958.22;-5.39015416981628;14.9796863372747;
1574178713974.85;-5.4081605364673;14.9643725114313;
1574178713991.49;-5.40945872578526;15.0190647465863;
1574178714008.12;-5.41277632070895;15.0196657601594;
1574178714024.75;-5.42496487597206;14.9456449284925;
1574178714041.38;-5.42563801117397;14.9787727966435;
1574178714058.01;-5.42253678113661;14.9709596201928;
1574178714074.65;-5.44237022904995;14.9436255228868;
1574178714091.28;-5.43054228193072;14.985047378347;
1574178714107.91;-5.41919514566999;15.0069723534948;
1574178714124.54;-5.43174430907698;14.9865619325513;
1574178714141.17;-5.43679282309129;14.9976686633828;
1574178714157.81;-5.44626479700384;15.0006496907055;
1574178714174.44;-5.45311635173754;15.0198340439599;
1574178714191.07;-5.45713112240606;15.0339698831999;
1574178714207.7;-5.45323655445217;15.060630845304;
1574178714224.33;-5.45458282485598;15.0848156314869;
1574178714240.97;-5.45306827065169;15.0492115874145;
1574178714257.6;-5.46275660945057;15.0344506940584;
1574178714274.23;-5.46482409614215;15.0521445336514;
1574178714290.86;-5.46523278537187;15.1088561744121;
1574178714307.5;-5.48340743582337;15.0500770469598;
1574178714324.13;-5.47739730009206;15.0994082410425;
1574178714340.76;-5.47864740832417;15.0718818193931;
1574178714357.39;-5.4747768809132;15.0961627677476;
1574178714374.02;-5.48708563889094;15.0742377925997;
1574178714390.66;-5.48597977391638;15.0899843482158;
1574178714407.29;-5.48614805771685;15.111789120649;
1574178714423.92;-5.49025899055707;15.1086638500687;
1574178714440.55;-5.49172546367551;15.1133036748533;
1574178714457.18;-5.50297643776454;15.0902007131021;
1574178714473.82;-5.49819236972241;15.1032306873676;
1574178714490.45;-5.49634124791717;15.1150826750298;
1574178714507.08;-5.50593342454435;15.1188089591832;
1574178714523.71;-5.49804812646486;15.1464796240902;
1574178714540.34;-5.51047708715722;15.1209726080464;
1574178714556.98;-5.50206289713338;15.1141450938557;
1574178714573.61;-5.51256861439172;15.1189532024407;
1574178714590.24;-5.51151083050301;15.1227996893088;
1574178714606.87;-5.50802495177884;15.1473931647213;
1574178714623.5;-5.50331300536549;15.1241459597126;
1574178714640.14;-5.51071749258647;15.1261894058612;
1574178714656.77;-5.51655934451731;15.1210206891323;
1574178714673.4;-5.51396296588138;15.1779486947793;
1574178714690.03;-5.51410720913894;15.1176790536657;
1574178714706.67;-5.51684783103242;15.1682363154375;
1574178714723.3;-5.51271285764927;15.1273673924646;
1574178714739.93;-5.51179931701811;15.1350363256577;
1574178714756.56;-5.51090981692988;15.146840232234;
1574178714773.19;-5.50833747883687;15.1681161127229;
1574178714789.83;-5.51518903357057;15.1122699315075;
1574178714806.46;-5.51764116894895;15.13686340692;
1574178714823.09;-5.50581322182972;15.1500857055289;
1574178714839.72;-5.52862769706579;15.1716741130758;
1574178714856.35;-5.51961249346882;15.125612432831;
1574178714872.99;-5.51516499302765;15.1869158172904;
1574178714889.62;-5.52838729163654;15.1145057019996;
1574178714906.25;-5.51215992516199;15.1537398680536;
1574178714922.88;-5.52865173760872;15.1335698525393;
1574178714939.51;-5.52341089925101;15.1460949754033;
1574178714956.15;-5.43042207921609;15.1448689077142;
1574178714972.78;-5.46605016383133;15.1435226373103;
1574178714989.41;-5.56742913334717;15.1509030839884;
1574178715006.04;-5.57317482310631;15.1673948964351;
1574178715022.67;-5.45588101417395;15.1036874576832;
1574178715039.31;-5.44674560786235;15.0997688491864;
1574178715055.94;-5.24333857417169;15.04712006018;
1574178715072.57;-5.02065102505497;15.1685969235814;
1574178715089.2;-5.11604389938242;15.3352940482252;
1574178715105.84;-4.95175082903117;15.1702797615862;
1574178715122.47;-5.06024579925288;14.876336043239;
1574178715139.1;-5.11356772346112;14.708749418507;
1574178715155.73;-5.27651452340856;14.760508707425;
1574178715172.36;-4.81993653217195;14.7367566510149;
1574178715189.0;-4.89588060727286;14.7550274636381;
1574178715205.63;-5.78521241170713;14.7940933458916;
1574178715222.26;-5.67852048220481;14.6964647010721;
1574178715238.89;-5.85613201333666;14.8522474192278;
1574178715255.52;-5.74931988111971;15.0991437950703;
1574178715272.16;-6.16238448966159;14.9157865741793;
1574178715288.79;-5.63880550529228;15.4409762749246;
1574178715305.42;-5.26288353556993;14.8808797058518;
1574178715322.05;-5.60692774537338;14.693603876464;
1574178715338.68;-5.6864057802843;14.4582710017686;
1574178715355.32;-5.67928977957842;14.6041730567821;
1574178715371.95;-5.71929324300606;14.6984841066779;
1574178715388.58;-5.60772108328991;14.6790353074513;
1574178715405.21;-5.47730113792036;14.8015459141985;
1574178715421.84;-5.45049593255869;14.8558535006666;
1574178715438.48;-5.46917543441162;14.7585614234481;
1574178715455.11;-5.48165247618983;14.6778332803051;
1574178715471.74;-5.45946305506981;14.6437918715229;
1574178715488.37;-5.3577234774101;14.6677122117335;
1574178715505.0;-5.39330348093949;14.7770486009576;
1574178715521.64;-5.25942169738869;14.9014343700529;
1574178715538.27;-5.29819909312714;14.9785564317572;
1574178715554.9;-5.21513901732036;14.9233353046579;
1574178715571.53;-5.23855450612956;14.7508924902549;
1574178715588.17;-5.16821187753024;14.5412108748608;
1574178715604.8;-5.22069238273609;14.646652696131;
1574178715621.43;-5.14244041551436;14.8175809563296;
1574178715638.06;-5.1868192577544;14.939370346789;
1574178715654.69;-5.13522825263678;14.9010256808232;
1574178715671.33;-5.13969979362088;14.7674804648734;
1574178715687.96;-5.12621304903981;14.647950885449;
1574178715704.59;-5.1509507677099;14.6289348159951;
1574178715721.22;-5.09755672187289;14.7007679582558;
1574178715737.85;-5.08707504515748;14.784645412522;
1574178715754.49;-5.04555702752555;14.8352747959226;
1574178715771.12;-5.1395315098204;14.8054404821524;
1574178715787.75;-5.0803436931384;14.7451468004958;
1574178715804.38;-5.04397035169248;14.6779294424768;
1574178715821.01;-5.05632719075607;14.6750205367828;
1574178715837.65;-5.02019425473939;14.7236545551206;
1574178715854.28;-5.02985855299535;14.7547630176659;
1574178715870.91;-5.01892010596436;14.7548591798376;
1574178715887.54;-5.00649114527199;14.7311792450562;
1574178715904.18;-4.98608072432845;14.685237767526;
1574178715920.81;-4.97970998045325;14.6742031583233;
1574178715937.44;-5.02137224134273;14.6902622409974;
1574178715954.07;-4.99420642783718;14.6902862815403;
1574178715970.7;-5.00451982075212;14.6883149570205;
1574178715987.34;-4.96427595189523;14.6811027941429;
1574178716003.97;-4.95004395048348;14.6647552249537;
1574178716020.6;-5.00512083432525;14.6604279272272;
1574178716037.23;-4.9976442254755;14.6474941151334;
1574178716053.86;-4.96891577667981;14.636988397875;
1574178716070.5;-4.99074458965595;14.6475181556763;
1574178716087.13;-4.94845727465041;14.6366999113599;
1574178716103.76;-4.96555010067027;14.6211937611731;
1574178716120.39;-4.9684349658213;14.6201600178274;
1574178716137.02;-4.98382091329347;14.6116256250889;
1574178716153.66;-4.95913127570922;14.6163135309593;
1574178716170.29;-4.88972622828399;14.6041730567821;
1574178716186.92;-5.01062611865514;14.5985716102805;
1574178716203.55;-4.95167870740239;14.5991485833107;
1574178716220.18;-4.91403121718143;14.6029710296358;
1574178716236.82;-4.94458674723944;14.5744349051835;
1574178716253.45;-4.94287986869175;14.5659485935309;
1574178716270.08;-4.93146061080225;14.5757090539585;
1574178716286.71;-4.92891231325217;14.5812143382884;
1574178716303.34;-4.91694012287539;14.5696508371414;
1574178716319.98;-4.88443730884043;14.5505386055158;
1574178716336.61;-4.92775836719176;14.5508270920309;
1574178716353.24;-4.93833620607887;14.5633041338091;
1574178716369.87;-4.90412651349622;14.5609481606024;
1574178716386.51;-4.89768364799225;14.5396001584848;
1574178716403.14;-4.92153186657411;14.5215937918338;
1574178716419.77;-4.90592955421562;14.5340467930691;
1574178716436.4;-4.89133694465998;14.5337823470969;
1574178716453.03;-4.89181775551849;14.5225794540937;
1574178716469.67;-4.87330653746603;14.5183242779959;
1574178716486.3;-4.95951592439603;14.5195022645993;
1574178716502.93;-4.88556721435792;14.5167135616199;
1574178716519.56;-4.90116952671642;14.505101979387;
1574178716536.19;-4.81209931517831;14.501568019577;
1574178716552.83;-4.94254330109079;14.5038999522408;
1574178716569.46;-4.85527613027209;14.506087641647;
1574178716586.09;-4.89777981016395;14.4988754787694;
1574178716602.72;-4.86135838763218;14.4893073426851;
1574178716619.35;-4.87929263265442;14.4819990176359;
1574178716635.99;-4.89042340402882;14.4870475316502;
1574178716652.62;-4.86866671268146;14.4817586122066;
1574178716669.25;-4.83320691186669;14.4698104623728;
1574178716685.88;-4.85330480575222;14.4684641919689;
1574178716702.51;-4.89996749957015;14.4670938810222;
1574178716719.15;-4.85515592755746;14.458799893713;
1574178716735.78;-4.87167178054712;14.4549053257591;
1574178716752.41;-4.8565262385042;14.4479095277678;
1574178716769.04;-4.86155071197558;14.449135595457;
1574178716785.68;-4.83748612850739;14.4477172034244;
1574178716802.31;-4.85979575234204;14.4432456624403;
1574178716818.94;-4.85705513044856;14.435312283275;
1574178716835.57;-4.9023955944056;14.4299993232885;
1574178716852.2;-4.84318373718068;14.4306724584904;
1574178716868.84;-4.86414709061151;14.4283645663696;
1574178716885.47;-4.87948495699783;14.4198542141741;
1574178716902.1;-4.8015214762912;14.4129305378116;
1574178716918.73;-4.90580935150099;14.4167289435938;
1574178716935.36;-4.85743977913536;14.412786294554;
1574178716952.0;-4.79378042146926;14.4097331456025;
1574178716968.63;-4.86734448282057;14.4149259028744;
1574178716985.26;-4.8568147250193;14.4036268476995;
1574178717001.89;-4.86412305006858;14.3991553067154;
1574178717018.52;-4.804478463071;14.3896112111741;
1574178717035.16;-4.78777028573795;14.3962944821073;
1574178717051.79;-4.88662499824663;14.3896833328029;
1574178717068.42;-4.84698214296287;14.3882889813132;
1574178717085.05;-4.82359069469659;14.3805479264913;
1574178717101.68;-4.7950545702443;14.3742733447878;
1574178717118.32;-4.83808714208052;14.3718692904952;
1574178717134.95;-4.83726976362106;14.3676381549404;
1574178717151.58;-4.82738910047878;14.3667726953951;
1574178717168.21;-4.80467078741441;14.3650417763045;
1574178717184.85;-4.80106470597562;14.3584787080859;
1574178717201.48;-4.81291669363777;14.351026139779;
1574178717218.11;-4.78853958311156;14.3489826936304;
1574178717234.74;-4.84823225119498;14.3507376532639;
1574178717251.37;-4.75755132328089;14.3496558288323;
1574178717268.01;-4.85222298132058;14.3456650987067;
1574178717284.64;-4.82323008655271;14.3425638686693;
1574178717301.27;-4.82421574881265;14.336890300539;
1574178717317.9;-4.80128107086194;14.3314811783808;
1574178717334.53;-4.81758055896527;14.3325870433554;
1574178717351.17;-4.76925906768549;14.3278991374849;
1574178717367.8;-4.8380631015376;14.3245094209325;
1574178717384.43;-4.79731438127928;14.326913475225;
1574178717401.06;-4.81368599101138;14.3136430955302;
1574178717417.69;-4.80681039573476;14.3351113003625;
1574178717434.33;-4.79926166525622;14.3172972580549;
1574178717450.96;-4.76661460796371;14.3143883523609;
1574178717467.59;-4.83219720906383;14.3048682973625;
1574178717484.22;-4.8018099628063;14.3114313655811;
1574178717500.85;-4.7952468945877;14.3119121764396;
1574178717517.49;-4.81758055896527;14.2981850264293;
1574178717534.12;-4.79130424554796;14.2903718499786;
1574178717550.75;-4.80897404459803;14.3041470810748;
1574178717567.38;-4.80310815212426;14.3023921214412;
1574178717584.02;-4.75589252581905;14.2951078369349;
1574178717600.65;-4.81183486920614;14.2893861877187;
1574178717617.28;-4.75055552528964;14.2940500530462;
1574178717633.91;-4.79082343468946;14.2798901732632;
1574178717650.54;-4.78531815035957;14.2906603364937;
