1,681.348,411.750,48.105,0,0,0
2,681.530,411.970,47.877,0,0,0
3,681.674,412.251,47.674,0,0,0
4,681.993,412.503,47.268,0,0,0
5,682.259,412.814,46.928,0,0,0
6,682.472,413.113,46.721,0,0,0
7,682.689,413.342,46.430,0,0,0
8,682.890,413.602,46.268,0,0,0
9,683.159,413.883,46.008,0,0,0
10,683.466,414.117,45.702,0,0,0
11,683.742,414.338,45.502,0,0,0
12,683.976,414.571,45.310,0,0,0
13,684.128,414.843,45.212,0,0,0
14,684.438,415.017,44.997,0,0,0
15,684.728,415.157,44.817,0,0,0
16,685.070,415.258,44.722,0,0,0
17,685.356,415.269,44.730,0,0,0
18,685.623,415.252,44.774,0,0,0
19,685.864,415.174,44.894,0,0,0
20,686.084,415.055,45.072,0,0,0
21,686.278,415.063,45.146,0,0,0
22,686.399,415.098,45.155,0,0,0
23,686.495,415.210,45.085,0,0,0
24,686.601,415.405,44.940,0,0,0
25,686.714,415.583,44.686,0,0,0
26,686.896,415.801,44.384,0,0,0
27,687.178,415.890,44.072,0,0,0
28,687.437,416.029,43.833,0,0,0
29,687.570,416.092,43.717,0,0,0
30,687.797,416.190,43.524,0,0,0
31,688.084,416.301,43.240,0,0,0
32,688.358,416.423,42.975,0,0,0
33,688.562,416.561,42.781,0,0,0
34,688.768,416.708,42.660,0,0,0
35,689.088,416.886,42.362,0,0,0
36,689.374,417.068,42.109,0,0,0
37,689.744,417.291,41.698,0,0,0
38,689.997,417.569,41.477,0,0,0
39,690.259,417.844,41.198,0,0,0
40,690.590,418.184,40.861,0,0,0
41,690.845,418.486,40.627,0,0,0
42,691.171,418.836,40.397,0,0,0
43,691.407,419.134,40.234,0,0,0
44,691.600,419.420,40.190,0,0,0
45,691.891,419.806,39.924,0,0,0
46,692.032,420.126,39.816,0,0,0
47,692.007,420.504,39.674,0,0,0
48,692.039,420.858,39.475,0,0,0
49,692.050,421.208,39.300,0,0,0
50,692.096,421.509,39.109,0,0,0
51,692.158,421.743,38.988,0,0,0
52,692.324,421.869,38.886,0,0,0
53,692.449,421.954,38.912,0,0,0
54,692.596,421.936,38.985,0,0,0
55,692.789,421.903,39.021,0,0,0
56,692.792,421.721,39.205,0,0,0
57,692.900,421.636,39.251,0,0,0
58,692.876,421.545,39.362,0,0,0
59,692.808,421.529,39.366,0,0,0
60,692.675,421.469,39.458,0,0,0
61,692.573,421.603,39.497,0,0,0
62,692.474,421.543,39.473,0,0,0
63,692.297,421.513,39.512,0,0,0
64,692.123,421.401,39.655,0,0,0
65,692.053,421.304,39.748,0,0,0
66,692.127,421.220,39.766,0,0,0
67,691.996,421.241,39.963,0,0,0
68,691.899,421.258,40.116,0,0,0
69,691.824,421.312,40.138,0,0,0
70,691.768,421.400,40.224,0,0,0
71,691.695,421.444,40.237,0,0,0
72,691.526,421.421,40.365,0,0,0
73,691.446,421.437,40.374,0,0,0
74,691.407,421.490,40.252,0,0,0
75,691.368,421.534,40.152,0,0,0
76,691.271,421.644,40.152,0,0,0
77,691.189,421.756,40.111,0,0,0
78,691.184,421.944,40.102,0,0,0
79,691.148,422.093,40.141,0,0,0
80,691.206,422.319,40.143,0,0,0
81,691.282,422.481,40.120,0,0,0
82,691.388,422.633,40.104,0,0,0
83,691.453,422.765,40.104,0,0,0
84,691.597,422.957,39.983,0,0,0
85,691.638,423.139,39.915,0,0,0
86,691.835,423.432,39.604,0,0,0
87,691.838,423.729,39.438,0,0,0
88,691.899,424.170,39.192,0,0,0
89,692.006,424.678,38.893,0,0,0
90,692.043,425.218,38.697,0,0,0
